,00:00:00,00:05:00,00:10:00,00:15:00,00:20:00,00:25:00,00:30:00,00:35:00,00:40:00,00:45:00,00:50:00,00:55:00,01:00:00,01:05:00,01:10:00,01:15:00,01:20:00,01:25:00,01:30:00,01:35:00,01:40:00,01:45:00,01:50:00,01:55:00,02:00:00,02:05:00,02:10:00,02:15:00,02:20:00,02:25:00,02:30:00,02:35:00,02:40:00,02:45:00,02:50:00,02:55:00,03:00:00,03:05:00,03:10:00,03:15:00,03:20:00,03:25:00,03:30:00,03:35:00,03:40:00,03:45:00,03:50:00,03:55:00,04:00:00,04:05:00,04:10:00,04:15:00,04:20:00,04:25:00,04:30:00,04:35:00,04:40:00,04:45:00,04:50:00,04:55:00,05:00:00,05:05:00,05:10:00,05:15:00,05:20:00,05:25:00,05:30:00,05:35:00,05:40:00,05:45:00,05:50:00,05:55:00,06:00:00,06:05:00,06:10:00,06:15:00,06:20:00,06:25:00,06:30:00,06:35:00,06:40:00,06:45:00,06:50:00,06:55:00,07:00:00,07:05:00,07:10:00,07:15:00,07:20:00,07:25:00,07:30:00,07:35:00,07:40:00,07:45:00,07:50:00,07:55:00,08:00:00,08:05:00,08:10:00,08:15:00,08:20:00,08:25:00,08:30:00,08:35:00,08:40:00,08:45:00,08:50:00,08:55:00,09:00:00,09:05:00,09:10:00,09:15:00,09:20:00,09:25:00,09:30:00,09:35:00,09:40:00,09:45:00,09:50:00,09:55:00,10:00:00,10:05:00,10:10:00,10:15:00,10:20:00,10:25:00,10:30:00,10:35:00,10:40:00,10:45:00,10:50:00,10:55:00,11:00:00,11:05:00,11:10:00,11:15:00,11:20:00,11:25:00,11:30:00,11:35:00,11:40:00,11:45:00,11:50:00,11:55:00,12:00:00,12:05:00,12:10:00,12:15:00,12:20:00,12:25:00,12:30:00,12:35:00,12:40:00,12:45:00,12:50:00,12:55:00,13:00:00,13:05:00,13:10:00,13:15:00,13:20:00,13:25:00,13:30:00,13:35:00,13:40:00,13:45:00,13:50:00,13:55:00,14:00:00,14:05:00,14:10:00,14:15:00,14:20:00,14:25:00,14:30:00,14:35:00,14:40:00,14:45:00,14:50:00,14:55:00,15:00:00,15:05:00,15:10:00,15:15:00,15:20:00,15:25:00,15:30:00,15:35:00,15:40:00,15:45:00,15:50:00,15:55:00,16:00:00,16:05:00,16:10:00,16:15:00,16:20:00,16:25:00,16:30:00,16:35:00,16:40:00,16:45:00,16:50:00,16:55:00,17:00:00,17:05:00,17:10:00,17:15:00,17:20:00,17:25:00,17:30:00,17:35:00,17:40:00,17:45:00,17:50:00,17:55:00,18:00:00,18:05:00,18:10:00,18:15:00,18:20:00,18:25:00,18:30:00,18:35:00,18:40:00,18:45:00,18:50:00,18:55:00,19:00:00,19:05:00,19:10:00,19:15:00,19:20:00,19:25:00,19:30:00,19:35:00,19:40:00,19:45:00,19:50:00,19:55:00,20:00:00,20:05:00,20:10:00,20:15:00,20:20:00,20:25:00,20:30:00,20:35:00,20:40:00,20:45:00,20:50:00,20:55:00,21:00:00,21:05:00,21:10:00,21:15:00,21:20:00,21:25:00,21:30:00,21:35:00,21:40:00,21:45:00,21:50:00,21:55:00,22:00:00,22:05:00,22:10:00,22:15:00,22:20:00,22:25:00,22:30:00,22:35:00,22:40:00,22:45:00,22:50:00,22:55:00,23:00:00,23:05:00,23:10:00,23:15:00,23:20:00,23:25:00,23:30:00,23:35:00,23:40:00,23:45:00,23:50:00,23:55:00,,
2021/11/10,0,0,0,0,0,0,3.2869,6.4277,9.7939,16.0125,13.5383,13.363,22.1553,22.2341,6.4426,6.2996,2.944,2.689,2.8908,2.6409,4.0552,5.3961,3.1787,3.1178,2.7637,2.8148,3.8975,10.2382,5.5225,6.9855,7.0553,2.8293,20.4739,13.8998,13.5185,13.394,3.9662,5.6237,2.3618,5.3672,6.0243,7.129,4.9057,5.4145,5.1508,3.8512,10.636,4.6442,2.8026,3.189,2.9575,3.8977,3.9039,3.6604,5.0553,4.3566,4.8597,4.2086,4.9338,5.4561,2.4283,2.1748,3.278,1.5954,2.4085,1.7729,3.8002,4.5978,4.0118,5.6855,3.76,13.8339,17.5057,5.1495,5.181,5.0699,5.2697,5.1526,5.619,4.67,4.6046,3.6569,2.5674,4.4518,2.9725,4.0705,2.7559,5.111,6.9296,5.279,8.9321,6.7001,6.1283,4.4026,4.2223,4.2479,4.3225,3.02,1.9081,2.345,2.632,2.1494,3.2874,2.0287,3.4835,3.5407,2.5484,3.5401,13.6878,2.2284,5.2569,6.8905,5.0885,2.5691,4.8665,11.3802,1.1689,2.0474,1.4899,1.35,0.7429,0.3491,0.6489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2021/11/11,0,0,0,0,0,0,1.1811,1.2828,1.5572,2.1401,1.8394,3.4899,4.2384,2.7803,2.2445,2.2575,3.0269,2.8602,4.0881,2.6679,5.8513,4.1334,9.7101,15.5598,3.1285,2.1773,2.094,1.8665,2.2254,2.1551,2.7634,4.115,3.765,3.1205,2.7645,3.7981,3.8256,5.4325,4.2179,5.5623,5.921,4.398,7.5679,5.69,4.3299,3.9436,4.7971,5.2552,3.8829,11.6446,5.7246,3.2323,3.4784,3.2087,3.6825,5.7975,5.6437,5.7151,5.4286,4.8999,4.8492,5.1742,6.2628,4.1868,3.3791,3.6196,15.3731,18.8164,16.0434,15.9047,14.8367,15.1434,14.468,11.065,17.2877,19.1936,15.1021,12.1185,15.7897,6.9885,3.6564,2.2146,1.4607,2.6792,2.7805,1.6926,3.0706,2.1305,3.1565,2.7843,1.9873,2.8134,3.7038,2.3954,3.701,1.2499,1.2053,1.738,2.6285,2.5388,1.6426,1.5092,7.1541,7.6847,5.4115,4.5436,6.2984,6.8873,6.1601,4.9263,5.8605,9.2344,6.367,4.7185,1.916,1.1335,2.3461,4.0617,0.9891,4.911,10.6966,0.9855,0.7144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2021/11/12,0,0,0,0,0,0,0,3.1868,9.6116,9.488,4.5234,8.5667,3.3291,4.1889,4.5566,8.9842,9.3607,3.9892,3.1081,2.9762,2.1007,5.7663,3.1538,5.1249,3.051,2.619,2.765,4.5101,3.4858,6.4603,11.0835,10.8412,3.3613,2.2925,2.6187,3.3795,2.4131,2.0686,1.9541,2.3538,2.1146,3.0372,2.6494,2.4316,3.4565,9.2975,9.5276,9.7711,8.6499,6.618,5.0446,5.0711,4.6693,6.2958,3.7342,5.3241,4.9138,3.7841,3.6548,3.7897,5.1403,3.3573,2.6013,1.9652,7.0028,6.7898,3.0781,5.2491,3.3072,4.5306,4.5132,3.8472,5.3916,9.7932,3.9837,3.9015,4.5399,4.5752,3.7298,3.3178,2.6245,4.3573,4.4325,3.5342,3.5919,4.1206,3.4779,4.3132,4.1712,4.6009,2.7899,3.7192,5.8717,3.5226,4.1297,4.5,2.9058,2.6193,3.5184,8.0105,6.6802,3.4934,2.16,2.5022,3.9413,4.0896,4.6514,10.8427,4.959,3.6564,3.7009,3.9465,4.0987,3.2208,2.7585,1.403,1.2317,1.6203,1.7094,0.9468,1.8143,0.4756,0.5939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2021/11/15,0,0,0,0,0,0,1.0411,1.8109,2.1996,3.7996,15.1892,9.1331,5.3519,11.4707,4.7507,3.4133,5.973,3.2275,3.7532,2.9558,2.5913,2.2708,2.4274,2.744,2.3147,2.4257,4.2055,2.0247,1.4993,1.2377,3.2654,9.2153,4.7038,2.5755,5.9749,8.2003,9.7239,4.839,5.8637,5.3311,6.8945,11.2615,17.0996,4.7771,3.1707,6.3874,3.6767,2.7737,1.2069,1.2628,2.2008,3.5412,4.4055,6.3675,5.485,8.7344,5.5611,5.8752,2.9532,3.7803,2.8403,1.7131,2.3853,3.0208,4.5697,6.3448,3.1639,6.7499,6.6285,7.3917,4.7313,3.9425,4.6362,4.5369,4.6382,5.68,3.7824,3.7767,2.4748,4.2994,5.7941,4.0192,6.7768,4.1463,3.8086,3.9264,3.0157,4.0301,2.3168,2.6089,2.5797,3.0268,5.4086,3.918,4.8861,5.3321,4.7725,3.0458,3.8118,3.8275,2.3176,6.65,5.2176,7.6773,3.3706,2.6798,2.757,2.4876,2.5314,2.1957,2.0746,4.4066,3.3133,3.9713,6.0749,1.9939,1.7214,1.602,1.199,0.4808,0.4298,0.5901,0.5001,0.5925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2021/11/16,0,0,0,0,0,0,2.1224,2.3855,2.9007,1.9724,3.4322,4.0515,4.6645,4.4502,4.41,3.8942,11.3351,4.2388,11.1748,12.3081,9.0459,2.9838,12.4063,11.9642,18.7549,7.9499,6.4064,4.4919,2.2976,2.2888,2.4692,6.8358,3.8836,6.1668,9.6758,5.684,4.6703,5.9602,4.161,3.9726,4.3421,4.0892,3.5962,3.8789,2.9936,4.6784,2.9773,2.754,3.115,5.496,3.7392,4.1179,5.8685,4.4741,3.1553,6.7892,6.2306,5.8621,6.7555,4.7569,2.9878,1.3699,1.8072,1.8262,1.532,1.6083,2.8033,5.5909,3.5997,4.0716,4.168,2.6003,2.9314,2.6512,4.1984,3.7473,4.4312,1.9419,5.2826,4.5947,4.8,15.2904,17.6499,3.6728,2.8638,9.8018,3.7153,4.8488,6.8054,3.0578,5.3637,5.5146,5.1644,5.7591,7.9547,6.8941,3.7242,3.7571,7.0996,6.2186,2.1422,3.7611,4.2306,5.2921,5.5731,7.2967,3.7325,4.368,6.6964,6.5275,6.7665,4.4835,4.675,4.1891,2.7006,2.0374,1.7924,1.3057,1.3089,0.7768,0.5421,0.5746,0.1749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2021/11/17,0,0,0,0,0,0,1.2997,1.2197,0.9673,1.8516,3.8137,8.7879,7.6343,9.0826,7.6937,4.8192,2.7311,2.7005,2.681,7.0421,2.5105,3.4276,2.1849,1.7864,4.5136,3.5817,4.2146,8.4386,10.4158,10.3893,10.4641,5.8848,4.4056,1.4458,4.209,7.7634,3.2638,3.315,12.4431,14.2558,10.533,7.9131,3.1912,4.6211,2.1355,2.6838,3.8527,3.7231,1.4639,2.5987,1.7095,3.3248,4.111,4.5359,4.3103,3.1265,2.3925,3.9409,5.5113,3.6987,5.1469,3.9318,5.0327,4.2755,3.9079,4.1523,3.3727,5.2009,5.0669,5.0206,3.7167,0.9734,1.6544,1.6697,1.3761,2.1582,1.2452,1.2545,1.9822,1.9581,1.4586,2.1172,2.6832,1.8448,2.1649,1.8094,1.8463,2.5276,1.8788,2.4689,2.1958,3.2319,3.5022,2.3975,2.6614,2.0636,1.6612,1.8515,3.0599,4.2722,3.1147,4.2109,4.3275,3.8382,5.3815,6.149,2.3123,3.6467,2.3983,6.7026,8.6109,9.4564,5.7487,2.7567,3.762,2.6587,1.6322,1.7335,2.169,1.3175,0.5671,0.9012,1.2472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2021/11/18,0,0,0,0,0,0,0.4599,2.8938,1.8465,3.1169,1.7773,4.7479,8.7001,9.5586,7.7995,3.204,3.6605,7.7764,3.6892,2.0624,9.283,19.3188,12.7729,3.7002,3.6128,3.8921,8.213,3.8344,3.4334,3.0491,3.175,4.0749,3.2235,3.1591,10.2454,9.1402,8.1503,6.8113,13.3956,7.7076,3.4721,7.8487,2.4277,2.7591,6.6671,7.8874,3.7614,2.5138,2.4697,2.8468,2.6704,3.5569,3.4745,11.4718,12.5761,14.3703,20.1122,12.0103,13.8164,10.2396,5.9932,4.8032,5.6081,4.4383,1.6055,0.6746,4.1878,4.4107,3.471,1.8371,2.8933,2.2613,4.7326,2.6895,1.3532,2.1652,1.4919,1.2536,1.5375,1.4154,0.7945,1.0953,0.7101,0.6833,1.0507,1.4656,0.886,0.7952,1.2639,5.1133,1.6844,0.7319,0.5374,1.7192,0.3625,0.3244,1.3698,0.5485,0.6144,0.475,1.741,1.2251,0.9415,0.3469,0.9847,0.5887,0.8047,0.7533,0.2987,0.2734,0.232,0.3772,0.7427,0.6455,0.3708,0.1884,0.389,4.1139,1.3554,2.361,1.7845,1.0176,1.8829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2021/11/19,0,0,0,0,0,0,1.1518,0.8695,2.0052,5.5083,9.3135,5.4693,4.4339,2.8868,0.965,9.9062,7.3134,1.0994,1.8526,3.4512,1.0404,3.1461,1.5713,1.1429,2.815,1.5602,0.9674,2.0664,2.4426,1.8807,2.2885,1.6554,1.8037,2.4225,2.5949,3.087,4.9134,1.2093,2.2486,3.499,1.9348,1.8753,1.4067,2.4408,2.8424,4.6466,1.5568,1.3959,2.4876,5.924,1.2792,2.0017,3.3743,2.0918,2.7749,4.8267,6.0216,3.3382,5.5187,5.0901,5.5651,3.3184,2.6514,2.113,3.3515,2.7985,5.2323,2.0087,1.7261,3.0682,4.4574,1.0212,1.1364,1.475,0.8722,1.4267,3.5333,5.6708,7.2637,1.2185,6.0458,0.9544,1.1446,2.479,5.9991,3.5707,4.6158,2.5222,6.57,2.8074,1.4444,1.6069,2.2452,0.7189,1.1277,0.9621,2.0922,4.1464,1.6982,2.6765,1.2565,0.8683,0.6655,0.9895,4.7704,6.2278,3.0807,3.2905,2.5662,6.8184,3.8131,3.037,1.3586,4.5317,1.8013,1.0911,1.9735,2.3954,3,1.072,0.6376,0.1611,0.2088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2021/11/22,0,0,0,0,0,0,5.5485,1.2789,3.697,8.5494,5.3444,5.6174,3.1186,7.0788,2.9758,3.6462,5.2602,5.9574,5.2199,5.1821,4.3396,2.9125,2.6144,1.3742,3.393,5.7357,2.6867,2.2695,2.1069,3.2381,2.8204,10.1243,2.5371,1.9434,1.8652,3.153,4.6607,3.3284,4.3408,5.7553,5.5532,1.8706,4.5794,4.5363,3.6877,4.1584,2.3077,3.1096,3.7357,4.717,4.666,3.8093,4.9439,5.7804,6.1038,8.9124,4.8059,4.6891,5.4264,5.7856,4.1138,7.0377,2.8887,3.3214,3.105,3.2649,4.4975,6.6879,12.3369,12.9403,5.6262,6.6703,5.3477,3.8802,4.7126,3.1562,2.9748,3.7793,6.2671,3.7805,11.6378,10.2795,7.6177,8.6121,11.2053,16.7712,21.6579,5.6255,3.7468,6.6459,7.635,4.1529,3.1221,2.7227,4.3627,2.8252,1.7964,3.1985,1.6914,3.3183,2.668,1.7388,2.2348,1.4942,2.4781,2.2087,2.5444,3.2984,3.8838,5.6902,3.6704,6.762,4.2769,5.2682,6.8024,3.1552,4.2436,8.909,1.8588,0.93,0.7039,0.688,0.1763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2021/11/23,0,0,0,0,0,0.638,5.1935,1.7001,4.1322,5.5309,7.4258,7.1259,4.076,10.8312,5.6701,2.4715,3.4046,1.8334,5.7396,3.7814,3.9293,2.835,6.1006,5.1799,6.3891,3.2708,1.8452,1.8355,4.2859,3.3807,3.8471,4.9183,8.2965,8.7756,9.694,9.3546,9.12,9.8257,9.3742,10.4108,10.8724,8.9858,6.344,5.55,4.3917,14.1213,19.0183,3.6118,4.8921,3.6411,4.1434,5.5158,5.7237,4.0337,7.0347,7.2595,5.8995,7.531,7.5072,6.8616,5.4437,3.9989,4.2144,4.2119,4.3974,7.112,7.1464,6.2873,5.4622,7.2579,13.7782,13.8709,16.78,18.439,15.061,16.1681,19,17.1472,5.9152,6.786,5.0237,3.2568,2.699,3.5396,9.755,10.8221,4.9151,4.2175,4.6635,6.7257,6.1084,5.6472,4.0881,3.9643,4.1679,3.0743,4.3794,2.2578,1.623,2.7283,5.6153,5.6698,5.5362,5.653,5.114,5.9321,4.2234,3.3498,4.3208,5.6909,6.0083,5.305,5.6449,6.509,4.8821,3.8583,4.9418,7.0662,2.1168,1.5801,2.6537,1.5243,1.7558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2021/11/24,0,0,0,0,0,0,1.0643,3.6183,4.1063,2.9201,2.5754,4.578,10.8056,8.2172,7.2136,4.5477,5.6612,3.7146,3.4681,4.1453,3.7776,2.8406,4.6082,5.0329,2.9105,3.5331,3.0742,2.0949,2.4876,4.8297,2.2619,1.7529,1.9017,3.5034,3.0494,4.0472,2.083,2.0177,2.7702,2.5294,1.6903,4.1816,4.8185,3.3499,1.9683,2.2545,4.3317,1.7595,2.4112,3.1482,4.3916,3.9721,5.6674,3.3584,3.9014,6.4714,5.7407,5.3815,5.9443,3.8697,3.0048,3.8849,2.26,1.9119,2.3485,1.7633,3.1077,2.8265,4.2052,3.1128,2.5904,1.998,2.9383,2.4446,4.5303,2.8265,2.1854,2.3784,2.7757,2.6635,2.8499,2.4176,2.6757,1.8678,3.1496,3.4917,9.838,2.3458,2.4247,2.75,3.5193,2.4683,2.632,1.9984,2.3008,2.5988,2.5274,2.1164,2.747,1.997,3.2212,2.9191,2.2595,3.4161,3.2202,4.3977,2.119,7.1789,13.1679,15.3008,14.6054,16.4878,14.1758,12.4081,13.7161,15.5549,18.236,9.0955,0.9154,0.4224,0.3204,0.1232,0.831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2021/11/25,0,0,0,0,0,0,0.8,2.707,3.7839,4.872,13.2435,22.4745,28.0136,28.6086,27.4002,32.2008,27.5516,26.732,19.6747,18.6706,22.7981,24.456,9.7314,4.5394,4.4439,4.4551,2.5787,2.5754,3.935,4.0483,3.0069,3.4386,4.3995,2.5939,2.8666,16.3848,25.3942,17.8991,5.8931,3.1431,2.8511,2.8344,2.3796,3.0686,2.8735,2.9229,7.4344,4.4222,4.8372,6.3715,5.3851,11.8139,7.9744,8.2744,6.7072,6.0613,11.4514,9.0439,4.3519,4.7703,5.526,2.4387,1.739,1.6093,1.4922,1.3283,2.0023,4.2261,7.4486,5.1677,9.3122,16.2268,8.5063,3.6094,5.2911,13.8059,16.5593,25.7751,11.0096,5.2912,3.9171,1.518,1.8185,2.997,3.929,3.007,1.944,2.0063,4.4996,2.789,2.9236,4.2844,3.283,1.9882,2.4902,2.9593,2.7544,6.0771,6.7923,2.9508,3.0717,3.6263,3.4945,3.1067,2.8882,4.3695,5.006,2.8478,2.5971,3.5905,2.305,3.9709,6.276,4.6173,3.1077,4.112,3.038,0.933,0.4596,0.9783,0.8168,0.6236,0.3306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2021/11/26,0,0,0,0,0,0,5.8255,1.5926,2.3741,9.8562,10.3266,2.6859,12.9302,16.1292,17.4646,14.2056,7.9115,2.3921,9.6793,4.6212,4.7207,4.8435,4.5206,5.721,3.8659,4.3854,5.1365,5.9573,5.6973,5.7487,8.5048,3.4973,11.2014,10.3553,2.5703,4.3572,4.4432,3.3467,3.1847,11.8147,15.4162,14.6736,14.1218,14.2403,17.1845,16.8009,14.3184,14.6717,15.0524,11.25,12.5813,11.8524,12.8273,5.9146,2.4653,3.8282,1.7947,5.7689,9.0973,5.6454,1.7128,2.2703,1.5681,0.8005,0.8387,0.2637,3.7542,3.1556,5.6649,10.8218,0.9496,2.6272,3.4691,2.9341,2.8321,2.6024,3.6604,7.5899,3.0112,3.953,4.4212,5.53,1.0996,1.8332,1.8619,1.9887,2.4919,3.0081,3.5547,5.4689,3.9426,2.2739,1.574,2.6763,3.3405,1.4385,3.3232,1.7667,2.1364,1.8567,2.327,3.6987,2.2533,2.1976,2.2179,3.592,3.0389,2.1029,3.4763,2.5841,1.6262,4.9127,1.1292,3.0943,0.9818,4.1817,9.7433,8.6748,9.9764,12.0782,10.1344,2.2181,0.0757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
